study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,dyad,species,day,white,brown
leeuwen2013total,ulla,34,f,observed,swela,16.0,f,observer,ulla_swela,chimpanzee,10.0,,
leeuwen2013total,dorien,31,f,observed,swela,16.0,f,observer,dorien_swela,chimpanzee,10.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,1.0,,
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,1.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,1.0,,
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,1.0,,
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,1.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,1.0,,
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,1.0,,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,1.0,,
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,1.0,,
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,1.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,2.0,,
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,2.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,2.0,,
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,2.0,,
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,2.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,2.0,,2.0
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,2.0,1.0,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,2.0,,6.0
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,2.0,,1.0
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,2.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,3.0,,
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,3.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,3.0,,
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,3.0,,
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,3.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,3.0,,
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,3.0,,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,3.0,,
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,3.0,,
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,3.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,4.0,,
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,4.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,4.0,,
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,4.0,,
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,4.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,4.0,,
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,4.0,,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,4.0,,
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,4.0,,
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,4.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,5.0,,
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,5.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,5.0,,
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,5.0,,
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,5.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,5.0,,
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,5.0,,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,5.0,,
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,5.0,,
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,5.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,6.0,2.0,1.0
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,6.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,6.0,,1.0
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,6.0,1.0,2.0
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,6.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,6.0,1.0,
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,6.0,1.0,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,6.0,,
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,6.0,,
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,6.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,7.0,,
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,7.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,7.0,,
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,7.0,,
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,7.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,7.0,,
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,7.0,,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,7.0,,
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,7.0,,
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,7.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,8.0,,
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,8.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,8.0,,
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,8.0,,
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,8.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,8.0,,
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,8.0,,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,8.0,,
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,8.0,,
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,8.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,9.0,,
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,9.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,9.0,,
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,9.0,,
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,9.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,9.0,,
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,9.0,,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,9.0,,
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,9.0,,
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,9.0,,
leeuwen2013total,tai,9,f,observed,ulla,34.0,f,observer,tai_ulla,chimpanzee,10.0,,
leeuwen2013total,pia,12,f,observed,ulla,34.0,f,observer,pia_ulla,chimpanzee,10.0,,
leeuwen2013total,lome,10,m,observed,ulla,34.0,f,observer,lome_ulla,chimpanzee,10.0,,
leeuwen2013total,fraukje,35,f,observed,ulla,34.0,f,observer,fraukje_ulla,chimpanzee,10.0,,
leeuwen2013total,kara,6,f,observed,ulla,34.0,f,observer,kara_ulla,chimpanzee,10.0,,
leeuwen2013total,kofi,6,m,observed,ulla,34.0,f,observer,kofi_ulla,chimpanzee,10.0,,
leeuwen2013total,lobo,7,m,observed,ulla,34.0,f,observer,lobo_ulla,chimpanzee,10.0,,
leeuwen2013total,swela,16,f,observed,ulla,34.0,f,observer,swela_ulla,chimpanzee,10.0,,
leeuwen2013total,ulla,34,f,exchanger,,,,,,chimpanzee,10.0,,
leeuwen2013total,dorien,31,f,observed,ulla,34.0,f,observer,dorien_ulla,chimpanzee,10.0,,
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,1.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,1.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,1.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,1.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,1.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,1.0,,
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,1.0,,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,1.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,1.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,1.0,,
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,2.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,2.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,2.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,2.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,2.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,2.0,,
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,2.0,,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,2.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,2.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,2.0,,
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,3.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,3.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,3.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,3.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,3.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,3.0,,
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,3.0,,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,3.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,3.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,3.0,,
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,4.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,4.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,4.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,4.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,4.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,4.0,,
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,4.0,,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,4.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,4.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,4.0,,
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,5.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,5.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,5.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,5.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,5.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,5.0,,
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,5.0,,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,5.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,5.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,5.0,,
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,6.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,6.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,6.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,6.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,6.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,6.0,,
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,6.0,,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,6.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,6.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,6.0,,
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,7.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,7.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,7.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,7.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,7.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,7.0,,4.0
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,7.0,2.0,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,7.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,7.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,7.0,,2.0
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,8.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,8.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,8.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,8.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,8.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,8.0,,
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,8.0,,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,8.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,8.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,8.0,,
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,9.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,9.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,9.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,9.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,9.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,9.0,,
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,9.0,,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,9.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,9.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,9.0,,
leeuwen2013total,tai,9,f,observed,dorien,31.0,f,observer,tai_dorien,chimpanzee,10.0,,
leeuwen2013total,pia,12,f,observed,dorien,31.0,f,observer,pia_dorien,chimpanzee,10.0,,
leeuwen2013total,lome,10,m,observed,dorien,31.0,f,observer,lome_dorien,chimpanzee,10.0,,
leeuwen2013total,fraukje,35,f,observed,dorien,31.0,f,observer,fraukje_dorien,chimpanzee,10.0,,
leeuwen2013total,kara,6,f,observed,dorien,31.0,f,observer,kara_dorien,chimpanzee,10.0,,
leeuwen2013total,kofi,6,m,observed,dorien,31.0,f,observer,kofi_dorien,chimpanzee,10.0,,
leeuwen2013total,lobo,7,m,observed,dorien,31.0,f,observer,lobo_dorien,chimpanzee,10.0,,
leeuwen2013total,swela,16,f,observed,dorien,31.0,f,observer,swela_dorien,chimpanzee,10.0,,
leeuwen2013total,ulla,34,f,observed,dorien,31.0,f,observer,ulla_dorien,chimpanzee,10.0,,
leeuwen2013total,dorien,31,f,exchanger,,,,,,chimpanzee,10.0,,
