study_id,experiment,year,month,day,participant,sex,species,session,trial,condition,response_side,correct
cacchione2014apes,2,2011,5,27,raja,f,orangutan,5,1,5_sols_12,right,correct
cacchione2014apes,2,2011,5,27,raja,f,orangutan,5,2,5_sols_12,right,incorrect
cacchione2014apes,2,2011,5,27,raja,f,orangutan,5,3,5_sols_12,left,incorrect
cacchione2014apes,2,2011,5,27,raja,f,orangutan,5,4,5_sols_12,right,incorrect
cacchione2014apes,2,2011,5,27,kila,f,orangutan,5,1,5_slis_11,left,incorrect
cacchione2014apes,2,2011,5,27,kila,f,orangutan,5,2,5_slis_11,left,correct
cacchione2014apes,2,2011,5,27,kila,f,orangutan,5,3,5_slis_11,right,correct
cacchione2014apes,2,2011,5,27,kila,f,orangutan,5,4,5_slis_11,left,correct
cacchione2014apes,2,2011,5,27,kila,f,orangutan,5,1,5_slis_12,left,correct
cacchione2014apes,2,2011,5,27,kila,f,orangutan,5,2,5_slis_12,right,correct
cacchione2014apes,2,2011,5,27,kila,f,orangutan,5,3,5_slis_12,left,correct
cacchione2014apes,2,2011,5,27,kila,f,orangutan,5,4,5_slis_12,right,correct
cacchione2014apes,2,2011,5,25,kila,f,orangutan,4,1,5_sols_11,left,correct
cacchione2014apes,2,2011,5,25,kila,f,orangutan,4,2,5_sols_11,left,incorrect
cacchione2014apes,2,2011,5,25,kila,f,orangutan,4,3,5_sols_11,left,correct
cacchione2014apes,2,2011,5,25,kila,f,orangutan,4,4,5_sols_11,right,correct
cacchione2014apes,2,2011,5,25,kila,f,orangutan,4,1,5_sols_12,right,correct
cacchione2014apes,2,2011,5,25,kila,f,orangutan,4,2,5_sols_12,left,correct
cacchione2014apes,2,2011,5,25,kila,f,orangutan,4,3,5_sols_12,left,incorrect
cacchione2014apes,2,2011,5,25,kila,f,orangutan,4,4,5_sols_12,left,correct
