study_id,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,dyad_sex,phase,session,trial,type_trial,weight_kg,success,aver_r_kg,aver_l_kg,max_r_kg,max_l_kg,total_time_reach,first_pull,start_pull1_sec,diff_pull1_pull2_sec,totaltime_untilbothpull,weight_ratio,weight_ratio_pos,time_pull,both_one,dif_weights,dif_weights_abs,weight_ratio_pos_1,binom_weight_res
sanchez2016chimpanzees,2014,5,10,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,2,6,long,high,yes,16.47,28.86,28.75,64.9,5,corry,0.92,0.56,1.48,-0.273328921,0.273328921,4.08,both,-12.39,12.39,0.726671079,1.0
sanchez2016chimpanzees,2014,5,10,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,2,7,short,high,yes,13.8,26.05,36.45,43.2,3,corry,0.28,0.88,1.16,-0.30740276,0.30740276,2.72,both,-12.25,12.25,0.69259724,1.0
sanchez2016chimpanzees,2014,5,10,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,2,8,short,high,yes,11.1,36.63,25.25,59.7,4,corry,0.76,1.32,2.08,-0.534883721,0.534883721,3.24,both,-25.53,25.53,0.465116279,1.0
sanchez2016chimpanzees,2014,5,28,ulla,36,f,focal_participant_right,corry,37,f,focal_participant_left,chimpanzee,ulla_corry,female,2,2,1,short,high,no,6.7,25.15,14.8,49.0,10,corry,1.72,0.6,2.32,-0.579277865,0.579277865,8.28,both,-18.45,18.45,0.420722135,1.0
sanchez2016chimpanzees,2014,5,29,ulla,36,f,focal_participant_right,corry,37,f,focal_participant_left,chimpanzee,ulla_corry,female,2,2,2,short,high,yes,9.79,18.95,20.4,35.2,5,ulla,1.28,0.56,1.84,-0.318719555,0.318719555,3.72,both,-9.16,9.16,0.681280445,1.0
sanchez2016chimpanzees,2014,5,29,ulla,36,f,focal_participant_right,corry,37,f,focal_participant_left,chimpanzee,ulla_corry,female,2,2,3,long,high,yes,5.52,31.79,10.1,52.6,5,corry,1.68,1.4,3.08,-0.704100777,0.704100777,3.32,both,-26.27,26.27,0.295899223,1.0
sanchez2016chimpanzees,2014,5,29,ulla,36,f,focal_participant_right,corry,37,f,focal_participant_left,chimpanzee,ulla_corry,female,2,2,4,short,high,no,11.82,19.24,25.3,35.8,10,ulla,1.0,1.28,2.28,-0.238892466,0.238892466,9.0,both,-7.42,7.42,0.761107534,1.0
sanchez2016chimpanzees,2014,5,29,ulla,36,f,focal_participant_right,corry,37,f,focal_participant_left,chimpanzee,ulla_corry,female,2,2,5,short,high,yes,4.86,24.05,7.55,52.8,7,ulla,1.64,0.68,2.32,-0.663784158,0.663784158,5.36,both,-19.19,19.19,0.336215842,1.0
sanchez2016chimpanzees,2014,5,29,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,2,6,long,high,yes,32.18,4.28,57.55,6.85,4,corry,1.72,1.12,2.84,0.765222161,0.765222161,2.28,both,27.9,27.9,0.234777839,1.0
sanchez2016chimpanzees,2014,5,29,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,2,7,long,high,yes,21.09,7.29,49.5,12.9,7,corry,0.48,2.56,3.04,0.486257928,0.486257928,6.52,both,13.8,13.8,0.513742072,1.0
sanchez2016chimpanzees,2014,5,29,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,2,8,long,high,yes,30.07,3.6,59.25,3.65,4,corry,1.28,1.56,2.84,0.786159786,0.786159786,2.72,both,26.47,26.47,0.213840214,1.0
sanchez2016chimpanzees,2014,6,16,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,2,1,long,high,yes,28.19,17.38,62.6,44.95,6,kara,0.0,1.6,1.6,0.237217468,0.237217468,6.0,both,10.81,10.81,0.762782532,1.0
sanchez2016chimpanzees,2014,6,17,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,2,2,short,high,yes,15.21,27.69,39.55,50.35,4,kara,0.76,0.28,1.04,-0.290909091,0.290909091,3.24,both,-12.48,12.48,0.709090909,1.0
sanchez2016chimpanzees,2014,6,17,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,2,3,short,high,yes,26.78,25.04,42.8,46.4,3,kara,0.88,0.4,1.28,0.033577769,0.033577769,2.12,both,1.74,1.74,0.966422231,1.0
sanchez2016chimpanzees,2014,6,17,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,2,4,long,high,yes,17.13,24.38,31.4,58.8,4,kara,1.04,0.48,1.52,-0.174656709,0.174656709,2.96,both,-7.25,7.25,0.825343291,1.0
sanchez2016chimpanzees,2014,6,17,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,2,5,long,high,yes,17.5,19.2,30.4,55.1,4,kara,1.04,0.44,1.48,-0.046321526,0.046321526,2.96,both,-1.7,1.7,0.953678474,1.0
sanchez2016chimpanzees,2014,6,17,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,2,6,long,high,yes,17.71,26.17,29.9,58.6,4,kara,1.08,0.28,1.36,-0.192798541,0.192798541,2.92,both,-8.46,8.46,0.807201459,1.0
sanchez2016chimpanzees,2014,6,17,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,2,7,short,high,yes,13.04,28.0,22.65,62.75,3,kara,1.04,0.32,1.36,-0.364522417,0.364522417,1.96,both,-14.96,14.96,0.635477583,1.0
sanchez2016chimpanzees,2014,6,17,kara,8,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,kara_fraukje,female,2,2,8,short,high,yes,11.36,30.66,25.1,62.15,3,kara,1.04,0.4,1.44,-0.459305093,0.459305093,1.96,both,-19.3,19.3,0.540694907,1.0
sanchez2016chimpanzees,2014,5,27,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,2,1,long,high,yes,2.25,57.26,2.5,102.65,2,lobo,0.72,0.44,1.16,-0.924382457,0.924382457,1.28,both,-55.01,55.01,0.075617543,1.0
sanchez2016chimpanzees,2014,5,28,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,2,2,short,high,yes,0.0,34.88,0.0,101.35,2,lobo,0.84,np,np,-1.0,1.0,1.16,one,-34.88,34.88,0.0,0.0
sanchez2016chimpanzees,2014,5,28,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,2,3,short,high,yes,0.0,34.16,0.0,98.15,3,lobo,0.68,np,np,-1.0,1.0,2.32,one,-34.16,34.16,0.0,0.0
sanchez2016chimpanzees,2014,5,28,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,2,4,short,high,yes,0.0,48.26,0.0,96.8,3,lobo,1.4,np,np,-1.0,1.0,1.6,one,-48.26,48.26,0.0,0.0
sanchez2016chimpanzees,2014,5,28,kofi,8,m,focal_participant_right,lobo,10,m,focal_participant_left,chimpanzee,kofi_lobo,male,2,2,5,long,high,yes,0.0,47.07,0.0,99.45,3,lobo,0.8,np,np,-1.0,1.0,2.2,one,-47.07,47.07,0.0,0.0
sanchez2016chimpanzees,2014,5,28,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,2,6,short,high,yes,32.91,8.42,85.0,17.5,2,lobo,1.04,0.12,1.16,0.592547786,0.592547786,0.96,both,24.49,24.49,0.407452214,1.0
sanchez2016chimpanzees,2014,5,28,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,2,7,long,high,yes,42.95,0.0,87.25,0.0,3,lobo,0.92,np,np,1.0,1.0,2.08,one,42.95,42.95,0.0,0.0
sanchez2016chimpanzees,2014,5,28,lobo,10,m,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,lobo_kofi,male,2,2,8,long,high,yes,30.85,6.45,77.25,17.25,3,koffi,0.0,0.96,0.96,0.654155496,0.654155496,3.0,both,24.4,24.4,0.345844504,1.0
sanchez2016chimpanzees,2014,3,27,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,2,1,long,high,yes,1.8,42.69,1.8,81.7,5,koffi,2.0,2.24,4.24,-0.91908294,0.91908294,3.0,both,-40.89,40.89,0.08091706,1.0
sanchez2016chimpanzees,2014,3,27,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,2,2,short,high,yes,13.84,44.18,27.35,73.6,6,ulla,2.36,0.88,3.24,-0.52292313,0.52292313,3.64,both,-30.34,30.34,0.47707687,1.0
sanchez2016chimpanzees,2014,3,27,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,2,3,long,high,yes,7.61,39.09,18.75,77.25,8,ulla,1.2,2.12,3.32,-0.674089936,0.674089936,6.8,both,-31.48,31.48,0.325910064,1.0
sanchez2016chimpanzees,2014,3,27,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,2,4,short,high,yes,11.34,31.05,32.1,83.3,6,ulla,1.32,1.4,2.72,-0.464968153,0.464968153,4.68,both,-19.71,19.71,0.535031847,1.0
sanchez2016chimpanzees,2014,3,27,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,2,5,short,high,yes,8.91,36.85,23.4,75.9,6,ulla,1.16,1.52,2.68,-0.610576923,0.610576923,4.84,both,-27.94,27.94,0.389423077,1.0
sanchez2016chimpanzees,2014,3,27,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,2,6,long,high,yes,0.0,45.4,0.0,88.9,5,koffi,2.28,np,np,-1.0,1.0,2.72,one,-45.4,45.4,0.0,0.0
sanchez2016chimpanzees,2014,3,27,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,2,7,short,high,yes,0.0,43.44,0.0,76.6,7,koffi,2.84,np,np,-1.0,1.0,4.16,one,-43.44,43.44,0.0,0.0
sanchez2016chimpanzees,2014,3,27,ulla,36,f,focal_participant_right,kofi,8,m,focal_participant_left,chimpanzee,ulla_kofi,mix,1,2,8,long,high,yes,0.0,34.48,0.0,76.9,6,koffi,3.04,np,np,-1.0,1.0,2.96,one,-34.48,34.48,0.0,0.0
sanchez2016chimpanzees,2014,2,6,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,2,1,long,high,yes,13.05,36.32,23.9,68.45,3,kara,0.2,0.52,0.72,-0.47133887,0.47133887,2.8,both,-23.27,23.27,0.52866113,1.0
sanchez2016chimpanzees,2014,2,6,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,2,2,short,high,yes,22.07,27.8,36.4,79.8,3,lobo,0.08,0.92,1,-0.114898737,0.114898737,2.92,both,-5.73,5.73,0.885101263,1.0
sanchez2016chimpanzees,2014,2,6,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,2,3,short,high,yes,30.0,16.04,77.05,36.95,3,kara,0.0,0.8,0.8,0.303214596,0.303214596,3.0,both,13.96,13.96,0.696785404,1.0
sanchez2016chimpanzees,2014,2,6,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,2,4,short,high,yes,24.75,19.15,49.2,57.4,3,both,0.0,0,0,0.127562642,0.127562642,3.0,both,5.6,5.6,0.872437358,1.0
sanchez2016chimpanzees,2014,2,6,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,2,5,short,high,yes,28.39,17.66,71.7,31.3,5,lobo,0.52,0.64,1.16,0.2330076,0.2330076,4.48,both,10.73,10.73,0.7669924,1.0
sanchez2016chimpanzees,2014,2,6,kara,8,f,focal_participant_right,lobo,9,m,focal_participant_left,chimpanzee,kara_lobo,mix,1,2,6,long,high,yes,18.17,33.9,41.5,82.0,3,lobo,0.64,0.16,0.8,-0.302093336,0.302093336,2.36,both,-15.73,15.73,0.697906664,1.0
sanchez2016chimpanzees,2014,2,6,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,2,7,long,high,yes,32.42,18.0,77.65,37.05,3,lobo,0.48,0.48,0.96,0.2790216,0.2790216,2.52,both,14.42,14.42,0.7209784,1.0
sanchez2016chimpanzees,2014,2,6,lobo,9,m,focal_participant_right,kara,8,f,focal_participant_left,chimpanzee,lobo_kara,mix,1,2,8,long,high,yes,22.8,32.3,33.3,67.0,3,kara,1.0,0.36,1.36,-0.172413793,0.172413793,2.0,both,-9.5,9.5,0.827586207,1.0
sanchez2016chimpanzees,2014,5,16,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,2,1,long,high,yes,31.27,4.1,72.1,5.7,9,lome,2.28,4.08,6.36,0.768165112,0.768165112,6.72,both,27.17,27.17,0.231834888,1.0
sanchez2016chimpanzees,2014,5,16,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,2,2,long,high,yes,40.4,0.0,83.45,0.0,5,lome,1.2,np,np,1.0,1.0,3.8,one,40.4,40.4,0.0,0.0
sanchez2016chimpanzees,2014,5,16,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,2,3,long,high,yes,34.21,0.0,83.5,0.0,5,lome,0.32,np,np,1.0,1.0,4.68,one,34.21,34.21,0.0,0.0
sanchez2016chimpanzees,2014,5,16,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,2,4,short,high,yes,33.62,0.0,87.0,0.0,7,lome,1.68,np,np,1.0,1.0,5.32,one,33.62,33.62,0.0,0.0
sanchez2016chimpanzees,2014,5,16,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,2,5,long,high,yes,36.94,0.0,87.55,0.0,4,lome,1.72,np,np,1.0,1.0,2.28,one,36.94,36.94,0.0,0.0
sanchez2016chimpanzees,2014,5,16,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,2,6,short,high,yes,29.91,0.0,86.7,0.0,6,lome,1.08,np,np,1.0,1.0,4.92,one,29.91,29.91,0.0,0.0
sanchez2016chimpanzees,2014,5,16,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,2,7,short,high,yes,31.97,0.0,75.9,0.0,6,lome,1.52,np,np,1.0,1.0,4.48,one,31.97,31.97,0.0,0.0
sanchez2016chimpanzees,2014,5,16,lome,12,m,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,lome_frodo,male,1,2,8,short,high,yes,33.57,0.0,80.85,0.0,7,lome,1.6,np,np,1.0,1.0,5.4,one,33.57,33.57,0.0,0.0
sanchez2016chimpanzees,2014,6,15,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,2,1,long,high,yes,0.0,31.24,0.0,72.75,4,robert,0.0,np,np,-1.0,1.0,4.0,one,-31.24,31.24,0.0,0.0
sanchez2016chimpanzees,2014,6,16,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,2,2,long,high,yes,4.55,42.6,4.55,75.05,3,robert,0.0,2.28,2.28,-0.80699894,0.80699894,3.0,both,-38.05,38.05,0.19300106,1.0
sanchez2016chimpanzees,2014,6,16,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,2,3,short,high,yes,0.0,31.66,0.0,79.2,2,robert,0.0,np,np,-1.0,1.0,2.0,one,-31.66,31.66,0.0,0.0
sanchez2016chimpanzees,2014,6,16,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,2,4,long,high,yes,0.0,47.88,0.0,65.9,3,robert,0.36,np,np,-1.0,1.0,2.64,one,-47.88,47.88,0.0,0.0
sanchez2016chimpanzees,2014,6,16,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,2,5,short,high,yes,0.0,34.65,0.0,70.8,8,robert,0.4,np,np,-1.0,1.0,7.6,one,-34.65,34.65,0.0,0.0
sanchez2016chimpanzees,2014,6,16,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,2,6,long,high,yes,0.0,34.33,0.0,80.0,2,robert,0.0,np,np,-1.0,1.0,2.0,one,-34.33,34.33,0.0,0.0
sanchez2016chimpanzees,2014,6,16,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,2,7,short,high,yes,0.0,39.78,0.0,78.05,3,robert,0.0,np,np,-1.0,1.0,3.0,one,-39.78,39.78,0.0,0.0
sanchez2016chimpanzees,2014,6,16,lome,12,m,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,lome_robert,male,2,2,8,short,high,yes,0.0,22.66,0.0,71.4,6,robert,0.0,np,np,-1.0,1.0,6.0,one,-22.66,22.66,0.0,0.0
sanchez2016chimpanzees,2014,6,2,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,2,1,long,high,yes,33.12,0.0,71.3,0.0,7,riet,1.28,np,np,1.0,1.0,5.72,one,33.12,33.12,0.0,0.0
sanchez2016chimpanzees,2014,6,3,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,2,2,short,high,yes,40.89,0.0,67.95,0.0,6,riet,2.0,np,np,1.0,1.0,4.0,one,40.89,40.89,0.0,0.0
sanchez2016chimpanzees,2014,6,3,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,2,3,short,high,no,6.7,24.89,18.3,72.2,10,riet,3.04,2.16,5.2,-0.575815131,0.575815131,6.96,both,-18.19,18.19,0.424184869,1.0
sanchez2016chimpanzees,2014,6,3,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,2,4,long,high,yes,37.21,0.0,71.05,0.0,3,riet,1.48,np,np,1.0,1.0,1.52,one,37.21,37.21,0.0,0.0
sanchez2016chimpanzees,2014,6,3,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,2,5,long,high,yes,32.62,0.0,69.55,0.0,7,riet,2.0,np,np,1.0,1.0,5.0,one,32.62,32.62,0.0,0.0
sanchez2016chimpanzees,2014,6,3,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,2,6,long,high,yes,27.1,9.68,60.4,15.85,11,riet,1.52,7.16,8.68,0.473626971,0.473626971,9.48,both,17.42,17.42,0.526373029,1.0
sanchez2016chimpanzees,2014,6,3,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,2,7,short,high,yes,26.29,15.29,50.8,31.7,8,riet,1.56,4.52,6.08,0.264550265,0.264550265,6.44,both,11.0,11.0,0.735449735,1.0
sanchez2016chimpanzees,2014,6,3,riet,36,f,focal_participant_right,frodo,20,m,focal_participant_left,chimpanzee,riet_frodo,mix,2,2,8,short,high,yes,18.06,30.07,33.665,74.45,8,riet,2.04,1.28,3.32,-0.249532516,0.249532516,5.96,both,-12.01,12.01,0.750467484,1.0
sanchez2016chimpanzees,2014,4,15,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,2,1,short,high,no,2.6,9.74,2.6,31.7,10,robert,1.56,9.28,10.84,-0.578606159,0.578606159,8.44,both,-7.14,7.14,0.421393841,1.0
sanchez2016chimpanzees,2014,4,15,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,2,2,long,high,yes,12.26,22.71,24.75,51.5,11,riet,1.28,0.4,1.68,-0.298827566,0.298827566,9.72,both,-10.45,10.45,0.701172434,1.0
sanchez2016chimpanzees,2014,4,15,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,2,3,long,high,yes,11.16,26.62,30.4,64.15,9,robert,1.4,0.76,2.16,-0.409211223,0.409211223,7.6,both,-15.46,15.46,0.590788777,1.0
sanchez2016chimpanzees,2014,4,15,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,2,4,short,high,yes,9.98,28.89,25.95,61.8,7,robert,0.52,1.32,1.84,-0.48649344,0.48649344,6.48,both,-18.91,18.91,0.51350656,1.0
sanchez2016chimpanzees,2014,4,15,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,2,5,long,high,yes,14.89,22.65,24.5,49.65,10,riet,1.52,0.68,2.2,-0.20671284,0.20671284,8.48,both,-7.76,7.76,0.79328716,1.0
sanchez2016chimpanzees,2014,4,15,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,2,6,short,high,yes,13.17,28.37,23.1,57.0,5,robert,0.0,1.76,1.76,-0.365912374,0.365912374,5.0,both,-15.2,15.2,0.634087626,1.0
sanchez2016chimpanzees,2014,4,15,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,2,7,short,high,yes,7.97,20.9,23.55,48.4,7,robert,0.12,1.24,1.36,-0.447869761,0.447869761,6.88,both,-12.93,12.93,0.552130239,1.0
sanchez2016chimpanzees,2014,4,15,riet,36,f,focal_participant_right,robert,38,m,focal_participant_left,chimpanzee,riet_robert,mix,1,2,8,long,high,yes,12.15,29.05,21.2,53.8,5,robert,0.44,1.68,2.12,-0.410194175,0.410194175,4.56,both,-16.9,16.9,0.589805825,1.0
sanchez2016chimpanzees,2014,3,5,sandra,20,f,focal_participant_right,tai,11,f,focal_participant_left,chimpanzee,sandra_tai,female,1,2,1,long,high,yes,38.71,27.08,66.8,50.95,5,tai,0.8,0.52,1.32,0.176774586,0.176774586,4.2,both,11.63,11.63,0.823225414,1.0
sanchez2016chimpanzees,2014,3,5,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,2,2,long,high,yes,8.22,37.08,17.3,90.0,12,sandra,1.24,6.04,7.28,-0.637086093,0.637086093,10.76,both,-28.86,28.86,0.362913907,1.0
sanchez2016chimpanzees,2014,3,5,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,2,3,short,high,no,19.65,19.61,51.9,67.8,10,sandra,1.04,2.92,3.96,0.001018849,0.001018849,8.96,both,0.04,0.04,0.998981151,1.0
sanchez2016chimpanzees,2014,3,5,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,2,4,long,high,yes,0.0,63.43,0.0,94.45,5,sandra,1.24,np,np,-1.0,1.0,3.76,one,-63.43,63.43,0.0,0.0
sanchez2016chimpanzees,2014,3,5,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,2,5,short,high,no,0.0,29.29,0.0,54.05,10,sandra,0.8,np,np,-1.0,1.0,9.2,one,-29.29,29.29,0.0,0.0
sanchez2016chimpanzees,2014,3,5,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,2,6,long,high,yes,6.55,53.53,7.75,93.0,3,tai,1.68,0.28,1.96,-0.78195739,0.78195739,1.32,both,-46.98,46.98,0.21804261,1.0
sanchez2016chimpanzees,2014,3,5,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,2,7,short,high,yes,0.0,48.95,0.0,97.45,8,sandra,1.4,np,np,-1.0,1.0,6.6,one,-48.95,48.95,0.0,0.0
sanchez2016chimpanzees,2014,3,5,tai,11,f,focal_participant_right,sandra,20,f,focal_participant_left,chimpanzee,tai_sandra,female,1,2,8,short,high,no,0.0,49.95,0.0,85.1,10,sandra,0.96,np,np,-1.0,1.0,9.04,one,-49.95,49.95,0.0,0.0
sanchez2016chimpanzees,2014,5,12,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,3,1,long,low,yes,10.24,4.9,20.2,7.05,4,corry,0.68,1,1.68,0.352708058,0.352708058,3.32,both,5.34,5.34,0.647291942,1.0
sanchez2016chimpanzees,2014,5,12,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,3,2,short,low,yes,11.1,5.44,24.8,9.4,3,corry,0.68,0.44,1.12,0.342200726,0.342200726,2.32,both,5.66,5.66,0.657799274,1.0
sanchez2016chimpanzees,2014,5,12,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,3,3,long,low,yes,10.24,5.02,23.55,6.7,4,corry,0.0,1.16,1.16,0.342070773,0.342070773,4.0,both,5.22,5.22,0.657929227,1.0
sanchez2016chimpanzees,2014,5,12,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,3,4,short,low,yes,11.38,4.22,23.85,7.25,4,corry,0.52,0.76,1.28,0.458974359,0.458974359,3.48,both,7.16,7.16,0.541025641,1.0
sanchez2016chimpanzees,2014,5,12,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,3,5,long,low,yes,8.36,4.94,15.7,8.5,3,fraukje,0.6,0.12,0.72,0.257142857,0.257142857,2.4,both,3.42,3.42,0.742857143,1.0
sanchez2016chimpanzees,2014,5,12,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,3,6,short,low,yes,7.925,6.98,15.45,11.35,4,corry,1.0,0.4,1.4,0.063401543,0.063401543,3.0,both,0.945,0.945,0.936598457,1.0
sanchez2016chimpanzees,2014,5,12,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,3,7,long,low,yes,9.55,5.55,18.3,10.45,3,both,0.68,0.04,0.72,0.264900662,0.264900662,2.32,both,4.0,4.0,0.735099338,1.0
sanchez2016chimpanzees,2014,5,12,corry,37,f,focal_participant_right,fraukje,38,f,focal_participant_left,chimpanzee,corry_fraukje,female,1,3,8,short,low,yes,11.46,4.65,22.4,4.65,4,corry,0.24,1.28,1.52,0.422718808,0.422718808,3.76,both,6.81,6.81,0.577281192,1.0
sanchez2016chimpanzees,2014,5,29,corry,37,f,focal_participant_right,ulla,36,f,focal_participant_left,chimpanzee,corry_ulla,female,2,3,1,long,low,yes,11.58,6.28,20.85,14.35,3,both,1.16,0,1.16,0.29675252,0.29675252,1.84,both,5.3,5.3,0.70324748,1.0
sanchez2016chimpanzees,2014,5,30,corry,37,f,focal_participant_right,ulla,37,f,focal_participant_left,chimpanzee,corry_ulla,female,2,3,2,short,low,yes,14.59,8.7,20.2,16.2,4,corry,1.56,0.48,2.04,0.25289824,0.25289824,2.44,both,5.89,5.89,0.74710176,1.0
