study_id,participant,age_in_years,sex,species,sessions,trial,lottery,exchange,reward_obtained,visible_probability_of_gain,real_probability_of_gain,cover_position,number_large_visible_rewards,level_of_information,previous_rewards
romain2021non,louna,5,f,gorilla,5,9,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,louna,5,f,gorilla,5,10,17,yes,large,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,5,11,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,5,12,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,5,13,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,louna,5,f,gorilla,5,14,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,5,15,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,none
romain2021non,louna,5,f,gorilla,5,16,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,5,17,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,5,18,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,louna,5,f,gorilla,5,19,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,5,20,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,louna,5,f,gorilla,5,21,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,5,22,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,5,23,9,yes,small,1,"0,67",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,5,24,16,yes,large,"0,5","0,5",no_cover,3,risk,small
romain2021non,louna,5,f,gorilla,5,25,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,5,26,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,5,27,14,no,medium,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,5,28,6,yes,small,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,6,1,10,no,medium,"0,5","0,67",cover_middle,2,ambiguous,none
romain2021non,louna,5,f,gorilla,6,2,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,6,3,16,no,medium,"0,5","0,5",no_cover,3,risk,medium
romain2021non,louna,5,f,gorilla,6,4,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,6,5,21,yes,large,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,6,6,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,6,7,11,no,medium,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,6,8,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,6,9,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,6,10,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,6,11,8,no,medium,"0,83","0,83",no_cover,5,risk,large
romain2021non,louna,5,f,gorilla,6,12,24,yes,small,"0,17","0,17",no_cover,1,risk,medium
romain2021non,louna,5,f,gorilla,6,13,19,no,medium,0,"0,33",cover_left,0,ambiguous,small
romain2021non,louna,5,f,gorilla,6,14,1,yes,large,1,1,no_cover,6,risk,medium
romain2021non,louna,5,f,gorilla,6,15,28,no,medium,0,0,no_cover,0,risk,none
romain2021non,louna,5,f,gorilla,6,16,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,louna,5,f,gorilla,6,17,20,yes,small,"0,33","0,33",no_cover,2,risk,large
romain2021non,louna,5,f,gorilla,6,18,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,6,19,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,6,20,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,6,21,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,6,22,5,yes,large,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,louna,5,f,gorilla,6,23,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,6,24,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,6,25,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,6,26,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,6,27,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,6,28,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,7,1,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,none
romain2021non,louna,5,f,gorilla,7,2,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,7,3,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,7,4,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,7,5,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,medium
romain2021non,louna,5,f,gorilla,7,6,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,7,7,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,7,8,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,louna,5,f,gorilla,7,9,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,7,10,6,yes,small,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,7,11,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,7,12,16,yes,large,"0,5","0,5",no_cover,3,risk,small
romain2021non,louna,5,f,gorilla,7,13,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,louna,5,f,gorilla,7,14,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,7,15,22,no,medium,"0,25","0,17",cover_middle,1,predictability_disadvantageous,none
romain2021non,louna,5,f,gorilla,7,16,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,louna,5,f,gorilla,7,17,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,7,18,12,yes,small,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,7,19,4,yes,large,1,1,cover_left,4,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,7,20,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,7,21,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,7,22,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,7,23,20,yes,large,"0,33","0,33",no_cover,2,risk,large
romain2021non,louna,5,f,gorilla,7,24,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,7,25,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,louna,5,f,gorilla,7,26,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,7,27,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,7,28,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,8,1,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,none
romain2021non,louna,5,f,gorilla,8,2,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,8,3,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,louna,5,f,gorilla,8,4,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,8,5,18,yes,large,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,8,6,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,8,7,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,8,8,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,8,9,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,8,10,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,8,11,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,louna,5,f,gorilla,8,12,19,no,medium,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,8,13,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,8,14,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,8,15,4,yes,large,1,1,cover_left,4,predictability_advantageous,none
romain2021non,louna,5,f,gorilla,8,16,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,8,17,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,8,18,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,8,19,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,8,20,16,yes,large,"0,5","0,5",no_cover,3,risk,large
romain2021non,louna,5,f,gorilla,8,21,3,yes,large,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,8,22,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,8,23,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,medium
romain2021non,louna,5,f,gorilla,8,24,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,8,25,20,no,medium,"0,33","0,33",no_cover,2,risk,small
romain2021non,louna,5,f,gorilla,8,26,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,8,27,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,louna,5,f,gorilla,8,28,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,louna,5,f,gorilla,9,1,16,yes,small,"0,5","0,5",no_cover,3,risk,none
romain2021non,louna,5,f,gorilla,9,2,21,no,medium,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,9,3,23,no,medium,0,"0,17",cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,9,4,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,9,5,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,louna,5,f,gorilla,9,6,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,9,7,1,yes,large,1,1,no_cover,6,risk,medium
romain2021non,louna,5,f,gorilla,9,8,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,9,9,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,9,10,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,9,11,15,no,medium,"0,25","0,5",cover_left,1,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,9,12,5,yes,small,1,"0,83",cover_right,4,ambiguous,medium
romain2021non,louna,5,f,gorilla,9,13,20,yes,small,"0,33","0,33",no_cover,2,risk,small
romain2021non,louna,5,f,gorilla,9,14,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,9,15,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,none
romain2021non,louna,5,f,gorilla,9,16,12,yes,small,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,9,17,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,9,18,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,9,19,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,9,20,9,yes,small,1,"0,67",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,9,21,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,9,22,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,9,23,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,medium
romain2021non,louna,5,f,gorilla,9,24,28,no,medium,0,0,no_cover,0,risk,small
romain2021non,louna,5,f,gorilla,9,25,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,9,26,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,9,27,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,9,28,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,10,1,28,no,medium,0,0,no_cover,0,risk,none
romain2021non,louna,5,f,gorilla,10,2,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,10,3,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,10,4,16,yes,small,"0,5","0,5",no_cover,3,risk,large
romain2021non,louna,5,f,gorilla,10,5,8,yes,large,"0,83","0,83",no_cover,5,risk,small
romain2021non,louna,5,f,gorilla,10,6,20,yes,small,"0,33","0,33",no_cover,2,risk,large
romain2021non,louna,5,f,gorilla,10,7,19,no,medium,0,"0,33",cover_left,0,ambiguous,small
romain2021non,louna,5,f,gorilla,10,8,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,10,9,27,no,medium,0,0,cover_left,0,ambiguous,small
romain2021non,louna,5,f,gorilla,10,10,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,medium
romain2021non,louna,5,f,gorilla,10,11,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,10,12,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,10,13,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,10,14,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,10,15,9,yes,small,1,"0,67",cover_right,4,ambiguous,none
romain2021non,louna,5,f,gorilla,10,16,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,10,17,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,10,18,1,yes,large,1,1,no_cover,6,risk,small
romain2021non,louna,5,f,gorilla,10,19,23,yes,small,0,"0,17",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,10,20,17,no,medium,"0,5","0,33",cover_right,2,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,10,21,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,10,22,24,yes,large,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,10,23,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,10,24,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,10,25,12,no,medium,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,10,26,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,10,27,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,louna,5,f,gorilla,10,28,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,11,1,9,yes,small,1,"0,67",cover_right,4,ambiguous,none
romain2021non,louna,5,f,gorilla,11,2,16,yes,large,"0,5","0,5",no_cover,3,risk,small
romain2021non,louna,5,f,gorilla,11,3,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,11,4,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,11,5,2,yes,large,1,1,cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,11,6,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,11,7,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,11,8,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,11,9,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,louna,5,f,gorilla,11,10,24,yes,small,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,11,11,23,no,medium,0,"0,17",cover_left,0,ambiguous,small
romain2021non,louna,5,f,gorilla,11,12,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,11,13,4,yes,large,1,1,cover_left,4,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,11,14,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,11,15,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,none
romain2021non,louna,5,f,gorilla,11,16,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,11,17,3,no,medium,1,1,cover_middle,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,11,18,27,no,medium,0,0,cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,11,19,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,louna,5,f,gorilla,11,20,20,yes,small,"0,33","0,33",no_cover,2,risk,large
romain2021non,louna,5,f,gorilla,11,21,11,no,medium,"0,5","0,67",cover_left,2,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,11,22,28,no,medium,0,0,no_cover,0,risk,medium
romain2021non,louna,5,f,gorilla,11,23,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,11,24,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,11,25,12,yes,small,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,11,26,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,11,27,5,yes,large,1,"0,83",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,11,28,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,12,1,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,none
romain2021non,louna,5,f,gorilla,12,2,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,12,3,19,no,medium,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,12,4,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,12,5,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,12,6,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,12,7,20,yes,small,"0,33","0,33",no_cover,2,risk,large
romain2021non,louna,5,f,gorilla,12,8,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,12,9,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,louna,5,f,gorilla,12,10,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,12,11,1,no,medium,1,1,no_cover,6,risk,small
romain2021non,louna,5,f,gorilla,12,12,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,12,13,15,yes,large,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,12,14,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,12,15,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,none
romain2021non,louna,5,f,gorilla,12,16,16,yes,small,"0,5","0,5",no_cover,3,risk,small
romain2021non,louna,5,f,gorilla,12,17,24,yes,small,"0,17","0,17",no_cover,1,risk,small
romain2021non,louna,5,f,gorilla,12,18,18,no,medium,"0,5","0,33",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,12,19,12,yes,large,"0,67","0,67",no_cover,4,risk,medium
romain2021non,louna,5,f,gorilla,12,20,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,12,21,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,louna,5,f,gorilla,12,22,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,12,23,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,12,24,9,yes,large,1,"0,67",cover_right,4,ambiguous,medium
romain2021non,louna,5,f,gorilla,12,25,25,yes,small,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,12,26,23,no,medium,0,"0,17",cover_left,0,ambiguous,small
romain2021non,louna,5,f,gorilla,12,27,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,12,28,22,yes,small,"0,25","0,17",cover_middle,1,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,13,1,13,yes,large,"0,75","0,5",cover_right,3,predictability_disadvantageous,none
romain2021non,louna,5,f,gorilla,13,2,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,13,3,21,yes,large,"0,25","0,17",cover_right,1,predictability_disadvantageous,small
romain2021non,louna,5,f,gorilla,13,4,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,13,5,23,no,medium,0,"0,17",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,13,6,17,yes,small,"0,5","0,33",cover_right,2,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,13,7,10,yes,large,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,13,8,9,yes,large,1,"0,67",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,13,9,28,no,medium,0,0,no_cover,0,risk,large
romain2021non,louna,5,f,gorilla,13,10,8,yes,large,"0,83","0,83",no_cover,5,risk,medium
romain2021non,louna,5,f,gorilla,13,11,5,yes,large,1,"0,83",cover_right,4,ambiguous,large
romain2021non,louna,5,f,gorilla,13,12,27,no,medium,0,0,cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,13,13,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,13,14,22,yes,large,"0,25","0,17",cover_middle,1,predictability_disadvantageous,medium
romain2021non,louna,5,f,gorilla,13,15,6,yes,large,1,"0,83",cover_middle,3,predictability_advantageous,none
romain2021non,louna,5,f,gorilla,13,16,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,13,17,15,yes,small,"0,25","0,5",cover_left,1,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,13,18,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,13,19,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,13,20,20,yes,large,"0,33","0,33",no_cover,2,risk,medium
romain2021non,louna,5,f,gorilla,13,21,25,no,medium,0,0,cover_right,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,13,22,16,yes,small,"0,5","0,5",no_cover,3,risk,medium
romain2021non,louna,5,f,gorilla,13,23,14,yes,small,"0,5","0,5",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,13,24,2,yes,large,1,1,cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,13,25,19,no,medium,0,"0,33",cover_left,0,ambiguous,large
romain2021non,louna,5,f,gorilla,13,26,3,yes,large,1,1,cover_middle,4,predictability_advantageous,medium
romain2021non,louna,5,f,gorilla,13,27,1,yes,large,1,1,no_cover,6,risk,large
romain2021non,louna,5,f,gorilla,13,28,11,yes,small,"0,5","0,67",cover_left,2,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,14,1,13,yes,small,"0,75","0,5",cover_right,3,predictability_disadvantageous,none
romain2021non,louna,5,f,gorilla,14,2,3,yes,large,1,1,cover_middle,4,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,14,3,8,yes,large,"0,83","0,83",no_cover,5,risk,large
romain2021non,louna,5,f,gorilla,14,4,12,yes,large,"0,67","0,67",no_cover,4,risk,large
romain2021non,louna,5,f,gorilla,14,5,18,yes,small,"0,5","0,33",cover_middle,2,ambiguous,large
romain2021non,louna,5,f,gorilla,14,6,28,yes,small,0,0,no_cover,0,risk,small
romain2021non,louna,5,f,gorilla,14,7,10,yes,small,"0,5","0,67",cover_middle,2,ambiguous,small
romain2021non,louna,5,f,gorilla,14,8,7,yes,large,"0,75","0,83",cover_left,3,predictability_advantageous,small
romain2021non,louna,5,f,gorilla,14,9,24,no,medium,"0,17","0,17",no_cover,1,risk,large
romain2021non,louna,5,f,gorilla,14,10,14,yes,large,"0,5","0,5",cover_middle,2,ambiguous,medium
romain2021non,louna,5,f,gorilla,14,11,21,yes,small,"0,25","0,17",cover_right,1,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,14,12,23,no,medium,0,"0,17",cover_left,0,ambiguous,small
romain2021non,louna,5,f,gorilla,14,13,2,yes,large,1,1,cover_right,4,ambiguous,medium
romain2021non,louna,5,f,gorilla,14,14,4,yes,large,1,1,cover_left,4,predictability_advantageous,large
romain2021non,louna,5,f,gorilla,14,15,1,yes,large,1,1,no_cover,6,risk,none
romain2021non,louna,5,f,gorilla,14,16,26,no,medium,0,0,cover_middle,0,predictability_disadvantageous,large
romain2021non,louna,5,f,gorilla,14,17,19,yes,small,0,"0,33",cover_left,0,ambiguous,medium
romain2021non,louna,5,f,gorilla,14,18,9,yes,large,1,"0,67",cover_right,4,ambiguous,small
romain2021non,louna,5,f,gorilla,14,19,11,yes,large,"0,5","0,67",cover_left,2,predictability_advantageous,large
