study_id,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,session,trial,study,condition,group_original,pairing_cage3,pairing_cage4,stag_success,cage3_leave_hare,cage4_leave_hare,total_leave_hare,one_leave_hare,both_leave_hare,time_initiator_wait,ape_initiator,ape_follower,checkback_hare_cage3,checkback_hare_cage4,communication_hare_cage3,communication_hare_cage4,communication_stag_cage3,communication_stag_cage4,communication_stag_initiator
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,1,1,lowrisk,nb,nbfirst,1,1,0,0,1,1,1,0,25.76,lobo,fraukje,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,1,2,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,4.6,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,2,3,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,0.0799999999999983,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,2,4,lowrisk,nb,nbfirst,1,1,0,0,0,0,0,0, ,none,none,0,1,0,0,0,0,
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,3,5,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,12.4,lobo,fraukje,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,3,6,lowrisk,nb,nbfirst,1,1,0,1,1,2,1,1,16.12,lobo,fraukje,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,4,7,lowrisk,nb,nbfirst,1,1,0,0,1,1,1,0,21.08,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,4,8,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,13.32,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,5,9,lowrisk,nb,nbfirst,1,1,0,0,1,1,1,0,8.68,lobo,fraukje,1,1,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,5,10,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,2.08,fraukje,lobo,0,1,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,6,11,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,2.28,fraukje,lobo,0,1,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,6,12,lowrisk,nb,nbfirst,1,1,0,0,0,0,0,0, ,none,none,0,1,0,0,0,0,
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,1,1,lowrisk,nb,nbfirst,2,2,0,0,1,1,1,0,11.56,natascha,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,1,2,lowrisk,nb,nbfirst,2,2,0,0,1,1,1,0,7.48,natascha,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,2,3,lowrisk,nb,nbfirst,2,2,0,0,0,0,0,0, ,none,none,0,0,0,0,0,0,
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,2,4,lowrisk,nb,nbfirst,2,2,0,1,1,2,1,1,7.16,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,3,5,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,8.76,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,3,6,lowrisk,nb,nbfirst,2,2,0,1,0,1,1,0,18.36,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,4,7,lowrisk,nb,nbfirst,2,2,0,1,0,1,1,0,10,fraukje,natascha,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,4,8,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,6.64,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,5,9,lowrisk,nb,nbfirst,2,2,0,1,0,1,1,0,11.04,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,5,10,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,10.04,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,6,11,lowrisk,nb,nbfirst,2,2,0,1,0,1,1,0,8.84,fraukje,natascha,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,6,12,lowrisk,nb,nbfirst,2,2,0,1,0,1,1,0,7.92,fraukje,natascha,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,1,1,lowrisk,nb,nbfirst,3,3,0,1,1,2,1,1,7.64,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,1,2,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,1.4,fraukje,pia,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,2,3,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,7.2,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,2,4,lowrisk,nb,nbfirst,3,3,0,1,1,2,1,1,8.76,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,3,5,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,3.32,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,3,6,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,2.04,fraukje,pia,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,4,7,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,12.28,fraukje,pia,1,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,4,8,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,2,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,5,9,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,7.48,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,5,10,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,1.2,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,6,11,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,7.44,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,6,12,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,6.36,pia,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,1,1,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,1.8,natascha,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,1,2,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,4.48,lobo,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,2,3,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,4.8,natascha,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,2,4,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,3.04,natascha,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,3,5,lowrisk,nb,nbfirst,3,3,0,1,1,2,1,1,5.44,natascha,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,3,6,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,2,natascha,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,4,7,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,0.24,natascha,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,4,8,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,2.88,natascha,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,5,9,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,1.4,lobo,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,5,10,lowrisk,nb,nbfirst,3,3,0,1,1,2,1,1,7.24,lobo,natascha,1,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,6,11,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,1.6,lobo,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,6,12,lowrisk,nb,nbfirst,3,3,1,1,1,2,1,1,2.72,lobo,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,1,1,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,12.16,lobo,pia,0,1,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,1,2,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,1.92,lobo,pia,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,2,3,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,1.8,lobo,pia,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,2,4,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,15.8,lobo,pia,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,3,5,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,5.12,pia,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,3,6,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,11.8,lobo,pia,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,4,7,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,1.96,lobo,pia,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,4,8,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,1.08,lobo,pia,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,5,9,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,1.8,pia,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,5,10,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,1.28,pia,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,6,11,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,0.800000000000001,lobo,pia,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,lobo_pia,6,12,lowrisk,nb,nbfirst,2,2,1,1,1,2,1,1,0.239999999999998,lobo,pia,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,1,1,lowrisk,nb,nbfirst,1,1,0,1,1,2,1,1,10.64,pia,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,1,2,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,16.16,pia,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,2,3,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,1.72,natascha,pia,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,2,4,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,1.44,natascha,pia,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,3,5,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,10.76,pia,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,3,6,lowrisk,nb,nbfirst,1,1,1,1,1,2,1,1,1.8,pia,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,4,7,lowrisk,nb,nbfirst,1,1,0,0,1,1,1,0,3.24,pia,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,4,8,lowrisk,nb,nbfirst,1,1,0,1,1,2,1,1,5.12,natascha,pia,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,5,9,lowrisk,nb,nbfirst,1,1,0,0,1,1,1,0,6.52,pia,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,5,10,lowrisk,nb,nbfirst,1,1,0,0,0,0,0,0, ,none,none,0,1,0,0,0,0,
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,6,11,lowrisk,nb,nbfirst,1,1,0,0,0,0,0,0, ,none,none,0,1,0,0,0,0,
duguid2014coordination,natascha,29,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,pia_natascha,6,12,lowrisk,nb,nbfirst,1,1,0,0,0,0,0,0, ,none,none,0,0,0,0,0,0,
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,1,1,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,2.84,fraukje,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,1,2,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,6.48,fraukje,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,1,3,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,1.48,fraukje,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,1,4,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,6.12,fraukje,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,2,5,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,0.92,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,2,6,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,2.64,fraukje,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,2,7,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,2.08,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,2,8,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,4.08,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,3,9,lowrisk,bc,nbfirst,1,1,0,0,1,1,1,0,17.92,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,3,10,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,6.76,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,3,11,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,2.28,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,lobo,5,m,focal_participant_2,chimpanzee,lobo_fraukje,3,12,lowrisk,bc,nbfirst,1,1,1,1,1,2,1,1,14.8,lobo,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,1,1,lowrisk,bc,nbfirst,2,2,0,1,0,1,1,0,8.6,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,1,2,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,11.92,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,1,3,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,3.64,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,1,4,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,13.12,fraukje,natascha,0,0,0,0,1,1,1.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,2,5,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,0.359999999999999,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,2,6,lowrisk,bc,nbfirst,2,2,0,1,1,2,1,1,10.04,natascha,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,2,7,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,1.08,natascha,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,2,8,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,2.48,fraukje,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,3,9,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,0.640000000000001,natascha,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,3,10,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,9.36,natascha,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,3,11,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,6.68,natascha,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,fraukje_natascha,3,12,lowrisk,bc,nbfirst,2,2,1,1,1,2,1,1,1.12,natascha,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,1,1,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,7.24,fraukje,pia,0,1,0,0,0,1,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,1,2,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,3.48,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,1,3,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,4.8,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,1,4,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,0.84,pia,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,2,5,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,2.16,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,2,6,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,5.48,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,2,7,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,8.2,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,2,8,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,11.48,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,3,9,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,7.28,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,3,10,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,0.16,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,3,11,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,9,fraukje,pia,0,0,0,0,0,0,0.0
duguid2014coordination,fraukje,33,f,focal_participant_1,pia,9,f,focal_participant_2,chimpanzee,fraukje_pia,3,12,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,0.440000000000003,pia,fraukje,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,1,1,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,0.840000000000002,lobo,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,1,2,lowrisk,bc,nbfirst,3,3,0,1,1,2,1,1,5.88,lobo,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,1,3,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,2.12,natascha,lobo,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,1,4,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,3.68,lobo,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,2,5,lowrisk,bc,nbfirst,3,3,0,1,0,1,1,0,19.84,lobo,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,2,6,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,2.2,lobo,natascha,0,0,0,0,0,0,0.0
duguid2014coordination,lobo,5,m,focal_participant_1,natascha,29,f,focal_participant_2,chimpanzee,lobo_natascha,2,7,lowrisk,bc,nbfirst,3,3,1,1,1,2,1,1,9.24,lobo,natascha,1,0,0,0,0,0,0.0
